datetime,count
2022-05-26 14:00:00,2680
2022-05-26 15:00:00,0
2022-05-26 16:00:00,0
2022-05-26 17:00:00,0
2022-05-26 18:00:00,25768
2022-05-26 19:00:00,29898
2022-05-26 20:00:00,29425
2022-05-26 21:00:00,27602
2022-05-26 22:00:00,20700
2022-05-26 23:00:00,17601
2022-05-27 00:00:00,8389
2022-05-27 01:00:00,5625
2022-05-27 02:00:00,6805
2022-05-27 03:00:00,3249
2022-05-27 04:00:00,2243
2022-05-27 05:00:00,4785
2022-05-27 06:00:00,7430
2022-05-27 07:00:00,3669
2022-05-27 08:00:00,1402
2022-05-27 09:00:00,8386
2022-05-27 10:00:00,3748
2022-05-27 11:00:00,11707
2022-05-27 12:00:00,11714
2022-05-27 13:00:00,1662
2022-05-27 14:00:00,7462
2022-05-27 15:00:00,25738
2022-05-27 16:00:00,0
2022-05-27 17:00:00,21227
2022-05-27 18:00:00,34142
2022-05-27 19:00:00,28966
2022-05-27 20:00:00,21398
2022-05-27 21:00:00,24984
2022-05-27 22:00:00,24918
2022-05-27 23:00:00,16219
2022-05-28 00:00:00,4544
2022-05-28 01:00:00,9817
2022-05-28 02:00:00,2805
2022-05-28 03:00:00,125
2022-05-28 04:00:00,7261
2022-05-28 05:00:00,4749
2022-05-28 06:00:00,0
2022-05-28 07:00:00,10309
2022-05-28 08:00:00,7313
2022-05-28 09:00:00,3252
2022-05-28 10:00:00,23643
2022-05-28 11:00:00,25969
2022-05-28 12:00:00,0
2022-05-28 13:00:00,29062
2022-05-28 14:00:00,36075
2022-05-28 15:00:00,32457
2022-05-28 16:00:00,43736
2022-05-28 17:00:00,39573
2022-05-28 18:00:00,20344
2022-05-28 19:00:00,770
2022-05-28 20:00:00,31469
2022-05-28 21:00:00,20649
2022-05-28 22:00:00,0
2022-05-28 23:00:00,13387
2022-05-29 00:00:00,5498
2022-05-29 01:00:00,3191
2022-05-29 02:00:00,6820
2022-05-29 03:00:00,2342
2022-05-29 04:00:00,1729
2022-05-29 05:00:00,9480
2022-05-29 06:00:00,15099
2022-05-29 07:00:00,0
2022-05-29 08:00:00,18623
2022-05-29 09:00:00,20745
2022-05-29 10:00:00,17463
2022-05-29 11:00:00,32684
2022-05-29 12:00:00,39727
2022-05-29 13:00:00,15963
2022-05-29 14:00:00,33570
2022-05-29 15:00:00,35927
2022-05-29 16:00:00,15555
2022-05-29 17:00:00,24831
2022-05-29 18:00:00,26704
2022-05-29 19:00:00,16974
2022-05-29 20:00:00,9908
2022-05-29 21:00:00,13420
2022-05-29 22:00:00,5089
2022-05-29 23:00:00,3636
2022-05-30 00:00:00,4316
2022-05-30 01:00:00,980
2022-05-30 02:00:00,206
2022-05-30 03:00:00,7328
2022-05-30 04:00:00,0
2022-05-30 05:00:00,2939
2022-05-30 06:00:00,13941
2022-05-30 07:00:00,1551
2022-05-30 08:00:00,11726
2022-05-30 09:00:00,19108
2022-05-30 10:00:00,25696
2022-05-30 11:00:00,14776
2022-05-30 12:00:00,21082
2022-05-30 13:00:00,32018
2022-05-30 14:00:00,34526
2022-05-30 15:00:00,9066
2022-05-30 16:00:00,30714
2022-05-30 17:00:00,26451
2022-05-30 18:00:00,7089
2022-05-30 19:00:00,0
2022-05-30 20:00:00,0
2022-05-30 21:00:00,6925
2022-05-30 22:00:00,14212
2022-05-30 23:00:00,25350
2022-05-31 00:00:00,22490
2022-05-31 01:00:00,11478
2022-05-31 02:00:00,7280
2022-05-31 03:00:00,6787
2022-05-31 04:00:00,6975
2022-05-31 05:00:00,10251
2022-05-31 06:00:00,9290
2022-05-31 07:00:00,4256
2022-05-31 08:00:00,25267
2022-05-31 09:00:00,23657
2022-05-31 10:00:00,8952
2022-05-31 11:00:00,19554
2022-05-31 12:00:00,43686
2022-05-31 13:00:00,46715
2022-05-31 14:00:00,35039
2022-05-31 15:00:00,58395
2022-05-31 16:00:00,66480
2022-05-31 17:00:00,29692
2022-05-31 18:00:00,31889
2022-05-31 19:00:00,62842
2022-05-31 20:00:00,24387
2022-05-31 21:00:00,40147
2022-05-31 22:00:00,41488
2022-05-31 23:00:00,13214
2022-06-01 00:00:00,13758
2022-06-01 01:00:00,13043
2022-06-01 02:00:00,9248
2022-06-01 03:00:00,8361
2022-06-01 04:00:00,6757
2022-06-01 05:00:00,10156
2022-06-01 06:00:00,5771
2022-06-01 07:00:00,12592
2022-06-01 08:00:00,9847
2022-06-01 09:00:00,23102
2022-06-01 10:00:00,45045
2022-06-01 11:00:00,46336
2022-06-01 12:00:00,31460
2022-06-01 13:00:00,27017
2022-06-01 14:00:00,40122
2022-06-01 15:00:00,49742
2022-06-01 16:00:00,31452
2022-06-01 17:00:00,39480
2022-06-01 18:00:00,46482
2022-06-01 19:00:00,11583
2022-06-01 20:00:00,50741
2022-06-01 21:00:00,40865
2022-06-01 22:00:00,13059
2022-06-01 23:00:00,18042
2022-06-02 00:00:00,7611
2022-06-02 01:00:00,4321
2022-06-02 02:00:00,3027
2022-06-02 03:00:00,12407
2022-06-02 04:00:00,10970
2022-06-02 05:00:00,5526
2022-06-02 06:00:00,8429
2022-06-02 07:00:00,23127
2022-06-02 08:00:00,21034
2022-06-02 09:00:00,15739
2022-06-02 10:00:00,35951
2022-06-02 11:00:00,32602
2022-06-02 12:00:00,48062
2022-06-02 13:00:00,44181
2022-06-02 14:00:00,53415
2022-06-02 15:00:00,36216
2022-06-02 16:00:00,50490
2022-06-02 17:00:00,40597
2022-06-02 18:00:00,39153
2022-06-02 19:00:00,20917
2022-06-02 20:00:00,14942
2022-06-02 21:00:00,22693
2022-06-02 22:00:00,16642
2022-06-02 23:00:00,8691
2022-06-03 00:00:00,1436
2022-06-03 01:00:00,3719
2022-06-03 02:00:00,7327
2022-06-03 03:00:00,7242
2022-06-03 04:00:00,7086
2022-06-03 05:00:00,16914
2022-06-03 06:00:00,18419
2022-06-03 07:00:00,29247
2022-06-03 08:00:00,31244
2022-06-03 09:00:00,20378
2022-06-03 10:00:00,38024
2022-06-03 11:00:00,37102
2022-06-03 12:00:00,32112
2022-06-03 13:00:00,41784
2022-06-03 14:00:00,57000
2022-06-03 15:00:00,51160
2022-06-03 16:00:00,12436
2022-06-03 17:00:00,55266
2022-06-03 18:00:00,11581
